Feature,Feature_old,CURIE,Definition,Synonyms,A4,ADNI,AIBL,ANM,EMIF,EPAD,JADNI,NACC,ROSMAP,DOD-ADNI,PREVENT-AD,ARWIBO,I-ADNI,EDSD,OASIS,PharmaCog,VITA,WMH-AD,VASCULAR,ABVIB
Right Gyrus And Sulcus Occipital Inferior Meancurv From Qdec,Right_gyrus_and_sulcus_occipital_inferior_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_occipital_inf)MeanCurv,,,,,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,rh_G_and_S_occipital_inf_meancurv,,
Right Gyrus And Sulcus Paracentral Meancurv From Qdec,Right_gyrus_and_sulcus_paracentral_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_paracentral)MeanCurv,,,,,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,rh_G_and_S_paracentral_meancurv,,
Right Gyrus And Sulcus Subcentral Meancurv From Qdec,Right_gyrus_and_sulcus_subcentral_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_subcentral)MeanCurv,,,,,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,rh_G_and_S_subcentral_meancurv,,
Right Gyrus And Sulcus Transv Frontopol Meancurv From Qdec,Right_gyrus_and_sulcus_transv_frontopol_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_transv_frontopol)MeanCurv,,,,,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,rh_G_and_S_transv_frontopol_meancurv,,
Right Gyrus And Sulcus Cingul-Ant Meancurv From Qdec,Right_gyrus_and_sulcus_cingul-Ant_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_cingul-Ant)MeanCurv,,,,,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,rh_G_and_S_cingul-Ant_meancurv,,
Right Gyrus And Sulcus Cingul-Mid-Ant Meancurv From Qdec,Right_gyrus_and_sulcus_cingul-Mid-Ant_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_cingul-Mid-Ant)MeanCurv,,,,,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,rh_G_and_S_cingul-Mid-Ant_meancurv,,
Right Gyrus And Sulcus Cingul-Mid-Post Meancurv From Qdec,Right_gyrus_and_sulcus_cingul-Mid-Post_meancurv_from_Qdec_rh,,,,,,,,,,(G_and_S_cingul-Mid-Post)MeanCurv,,,,,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,rh_G_and_S_cingul-Mid-Post_meancurv,,
Right Gyrus Cingul-Post-dorsal Meancurv From Qdec,Right_gyrus_cingul-Post-dorsal_meancurv_from_Qdec_rh,,,,,,,,,,(G_cingul-Post-dorsal)MeanCurv,,,,,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,rh_G_cingul-Post-dorsal_meancurv,,
Right Gyrus Cingul-Post-ventral Meancurv From Qdec,Right_gyrus_cingul-Post-ventral_meancurv_from_Qdec_rh,,,,,,,,,,(G_cingul-Post-ventral)MeanCurv,,,,,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,rh_G_cingul-Post-ventral_meancurv,,
Right Gyrus Cuneus Meancurv From Qdec,Right_gyrus_cuneus_meancurv_from_Qdec_rh,,,,,,,,,,(G_cuneus)MeanCurv,,,,,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,rh_G_cuneus_meancurv,,
Right Gyrus Frontal Inf-Opercular Meancurv From Qdec,Right_gyrus_frontal_inf-Opercular_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,rh_G_front_inf-Opercular_meancurv,,
Right Gyrus Frontal Inf-Orbital Meancurv From Qdec,Right_gyrus_frontal_inf-Orbital_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,rh_G_front_inf-Orbital_meancurv,,
Right Gyrus Frontal Inf-Triangul Meancurv From Qdec,Right_gyrus_frontal_inf-Triangul_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,rh_G_front_inf-Triangul_meancurv,,
Right Gyrus Frontal Middle Meancurv From Qdec,Right_gyrus_frontal_middle_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,rh_G_front_middle_meancurv,,
Right Gyrus Frontal Sup Meancurv From Qdec,Right_gyrus_frontal_sup_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,rh_G_front_sup_meancurv,,
Right Gyrus Ins Lg And Sulcus Cent Ins Meancurv From Qdec,Right_gyrus_Ins_lg_and_sulcus_cent_ins_meancurv_from_Qdec_rh,,,,,,,,,,(G_Ins_lg_and_S_cent_ins)MeanCurv,,,,,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,rh_G_Ins_lg_and_S_cent_ins_meancurv,,
Right Gyrus Insular Short Meancurv From Qdec,Right_gyrus_insular_short_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,rh_G_insular_short_meancurv,,
Right Gyrus Occipital Middle Meancurv From Qdec,Right_gyrus_occipital_middle_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,rh_G_occipital_middle_meancurv,,
Right Gyrus Occipital Sup Meancurv From Qdec,Right_gyrus_occipital_sup_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,rh_G_occipital_sup_meancurv,,
Right Gyrus Oc-temp Lat-fusifor Meancurv From Qdec,Right_gyrus_oc-temp_lat-fusifor_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,rh_G_oc-temp_lat-fusifor_meancurv,,
Right Gyrus Oc-temp Med-Lingual Meancurv From Qdec,Right_gyrus_oc-temp_med-Lingual_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,rh_G_oc-temp_med-Lingual_meancurv,,
Right Gyrus Oc-temp Med-Parahip Meancurv From Qdec,Right_gyrus_oc-temp_med-Parahip_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,rh_G_oc-temp_med-Parahip_meancurv,,
Right Gyrus Orbital Meancurv From Qdec,Right_gyrus_orbital_meancurv_from_Qdec_rh,,,,,,,,,,(G_orbital)MeanCurv,,,,,rh_G_orbital_meancurv,rh_G_orbital_meancurv,rh_G_orbital_meancurv,rh_G_orbital_meancurv,rh_G_orbital_meancurv,rh_G_orbital_meancurv,rh_G_orbital_meancurv,,
Right Gyrus Pariet Inf-Angular Meancurv From Qdec,Right_gyrus_pariet_inf-Angular_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,rh_G_pariet_inf-Angular_meancurv,,
Right Gyrus Pariet Inf-Supramar Meancurv From Qdec,Right_gyrus_pariet_inf-Supramar_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,rh_G_pariet_inf-Supramar_meancurv,,
Right Gyrus Parietal Sup Meancurv From Qdec,Right_gyrus_parietal_sup_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,rh_G_parietal_sup_meancurv,,
Right Gyrus Postcentral Meancurv From Qdec,Right_gyrus_postcentral_meancurv_from_Qdec_rh,,,,,,,,,,(G_postcentral)MeanCurv,,,,,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,rh_G_postcentral_meancurv,,
Right Gyrus Precentral Meancurv From Qdec,Right_gyrus_precentral_meancurv_from_Qdec_rh,,,,,,,,,,(G_precentral)MeanCurv,,,,,rh_G_precentral_meancurv,rh_G_precentral_meancurv,rh_G_precentral_meancurv,rh_G_precentral_meancurv,rh_G_precentral_meancurv,rh_G_precentral_meancurv,rh_G_precentral_meancurv,,
Right Gyrus Precuneus Meancurv From Qdec,Right_gyrus_precuneus_meancurv_from_Qdec_rh,,,,,,,,,,(G_precuneus)MeanCurv,,,,,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,rh_G_precuneus_meancurv,,
Right Gyrus Rectus Meancurv From Qdec,Right_gyrus_rectus_meancurv_from_Qdec_rh,,,,,,,,,,(G_rectus)MeanCurv,,,,,rh_G_rectus_meancurv,rh_G_rectus_meancurv,rh_G_rectus_meancurv,rh_G_rectus_meancurv,rh_G_rectus_meancurv,rh_G_rectus_meancurv,rh_G_rectus_meancurv,,
Right Gyrus Subcallosal Meancurv From Qdec,Right_gyrus_subcallosal_meancurv_from_Qdec_rh,,,,,,,,,,(G_subcallosal)MeanCurv,,,,,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,rh_G_subcallosal_meancurv,,
Right Gyrus Temp Sup-G T Transv Meancurv From Qdec,Right_gyrus_temp_sup-G_T_transv_meancurv_from_Qdec_rh,,,,,,,,,,(G_temp_sup-G_T_transv)MeanCurv,,,,,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,rh_G_temp_sup-G_T_transv_meancurv,,
Right Gyrus Temp Sup-Lateral Meancurv From Qdec,Right_gyrus_temp_sup-Lateral_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,rh_G_temp_sup-Lateral_meancurv,,
Right Gyrus Temp Sup-Plan Polar Meancurv From Qdec,Right_gyrus_temp_sup-Plan_polar_meancurv_from_Qdec_rh,,,,,,,,,,(G_temp_sup-Plan_polar)MeanCurv,,,,,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,rh_G_temp_sup-Plan_polar_meancurv,,
Right Gyrus Temp Sup-Plan Tempo Meancurv From Qdec,Right_gyrus_temp_sup-Plan_tempo_meancurv_from_Qdec_rh,,,,,,,,,,(G_temp_sup-Plan_tempo)MeanCurv,,,,,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,rh_G_temp_sup-Plan_tempo_meancurv,,
Right Gyrus Temporal Inferior Meancurv From Qdec,Right_gyrus_temporal_inferior_meancurv_from_Qdec_rh,UBERON:0002751,,,,,,,,,,,,,,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,rh_G_temporal_inf_meancurv,,
Right Gyrus Temporal Middle Meancurv From Qdec,Right_gyrus_temporal_middle_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,rh_G_temporal_middle_meancurv,,
Right Lat Fis-ant-Horizont Meancurv From Qdec,Right_Lat_Fis-ant-Horizont_meancurv_from_Qdec_rh,,,,,,,,,,(Lat_Fis-ant-Horizont)MeanCurv,,,,,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,rh_Lat_Fis-ant-Horizont_meancurv,,
Right Lat Fis-ant-Vertical Meancurv From Qdec,Right_Lat_Fis-ant-Vertical_meancurv_from_Qdec_rh,,,,,,,,,,(Lat_Fis-ant-Vertical)MeanCurv,,,,,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,rh_Lat_Fis-ant-Vertical_meancurv,,
Right Lat Fis-post Meancurv From Qdec,Right_Lat_Fis-post_meancurv_from_Qdec_rh,,,,,,,,,,(Lat_Fis-post)MeanCurv,,,,,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,rh_Lat_Fis-post_meancurv,,
Right Pole Occipital Meancurv From Qdec,Right_Pole_occipital_meancurv_from_Qdec_rh,,,,,,,,,,(Pole_occipital)MeanCurv,,,,,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,rh_Pole_occipital_meancurv,,
Right Pole Temporal Meancurv From Qdec,Right_Pole_temporal_meancurv_from_Qdec_rh,,,,,,,,,,(Pole_temporal)MeanCurv,,,,,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,rh_Pole_temporal_meancurv,,
Right Sulcus Calcarine Meancurv From Qdec,Right_sulcus_calcarine_meancurv_from_Qdec_rh,,,,,,,,,,(S_calcarine)MeanCurv,,,,,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,rh_S_calcarine_meancurv,,
Right Sulcus Central Meancurv From Qdec,Right_sulcus_central_meancurv_from_Qdec_rh,,,,,,,,,,(S_central)MeanCurv,,,,,rh_S_central_meancurv,rh_S_central_meancurv,rh_S_central_meancurv,rh_S_central_meancurv,rh_S_central_meancurv,rh_S_central_meancurv,rh_S_central_meancurv,,
Right Sulcus Cingul-Marginalis Meancurv From Qdec,Right_sulcus_cingul-Marginalis_meancurv_from_Qdec_rh,,,,,,,,,,(S_cingul-Marginalis)MeanCurv,,,,,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,rh_S_cingul-Marginalis_meancurv,,
Right Sulcus Circular Insula Anterior Meancurv From Qdec,Right_sulcus_circular_insula_anterior_meancurv_from_Qdec_rh,,,,,,,,,,(S_circular_insula_ant)MeanCurv,,,,,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,rh_S_circular_insula_ant_meancurv,,
Right Sulcus Circular Insula Inferior Meancurv From Qdec,Right_sulcus_circular_insula_inferior_meancurv_from_Qdec_rh,,,,,,,,,,(S_circular_insula_inf)MeanCurv,,,,,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,rh_S_circular_insula_inf_meancurv,,
Right Sulcus Circular Insula Sup Meancurv From Qdec,Right_sulcus_circular_insula_sup_meancurv_from_Qdec_rh,,,,,,,,,,(S_circular_insula_sup)MeanCurv,,,,,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,rh_S_circular_insula_sup_meancurv,,
Right Sulcus Collat Transv Anterior Meancurv From Qdec,Right_sulcus_collat_transv_anterior_meancurv_from_Qdec_rh,,,,,,,,,,(S_collat_transv_ant)MeanCurv,,,,,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,rh_S_collat_transv_ant_meancurv,,
Right Sulcus Collat Transv Posterior Meancurv From Qdec,Right_sulcus_collat_transv_posterior_meancurv_from_Qdec_rh,,,,,,,,,,(S_collat_transv_post)MeanCurv,,,,,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,rh_S_collat_transv_post_meancurv,,
Right Sulcus Frontal Inferior Meancurv From Qdec,Right_sulcus_frontal_inferior_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,rh_S_front_inf_meancurv,,
Right Sulcus Frontal Middle Meancurv From Qdec,Right_sulcus_frontal_middle_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,rh_S_front_middle_meancurv,,
Right Sulcus Frontal Sup Meancurv From Qdec,Right_sulcus_frontal_sup_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,rh_S_front_sup_meancurv,,
Right Sulcus Interm Prim-Jensen Meancurv From Qdec,Right_sulcus_interm_prim-Jensen_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,rh_S_interm_prim-Jensen_meancurv,,
Right Sulcus Intrapariet And P Trans Meancurv From Qdec,Right_sulcus_intrapariet_and_P_trans_meancurv_from_Qdec_rh,,,,,,,,,,(S_intrapariet_and_P_trans)MeanCurv,,,,,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,rh_S_intrapariet_and_P_trans_meancurv,,
Right Sulcus Oc Middle And Lunatus Meancurv From Qdec,Right_sulcus_oc_middle_and_Lunatus_meancurv_from_Qdec_rh,,,,,,,,,,(S_oc_middle_and_Lunatus)MeanCurv,,,,,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,rh_S_oc_middle_and_Lunatus_meancurv,,
Right Sulcus Oc Sup And Transversal Meancurv From Qdec,Right_sulcus_oc_sup_and_transversal_meancurv_from_Qdec_rh,,,,,,,,,,(S_oc_sup_and_transversal)MeanCurv,,,,,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,rh_S_oc_sup_and_transversal_meancurv,,
Right Sulcus Occipital Anterior Meancurv From Qdec,Right_sulcus_occipital_anterior_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,rh_S_occipital_ant_meancurv,,
Right Sulcus Oc-temp Lat Meancurv From Qdec,Right_sulcus_oc-temp_lat_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,rh_S_oc-temp_lat_meancurv,,
Right Sulcus Oc-temp Med And Lingual Meancurv From Qdec,Right_sulcus_oc-temp_med_and_Lingual_meancurv_from_Qdec_rh,,,,,,,,,,(S_oc-temp_med_and_Lingual)MeanCurv,,,,,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,rh_S_oc-temp_med_and_Lingual_meancurv,,
Right Sulcus Orbital Lateral Meancurv From Qdec,Right_sulcus_orbital_lateral_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,rh_S_orbital_lateral_meancurv,,
Right Sulcus Orbital Med-olfact Meancurv From Qdec,Right_sulcus_orbital_med-olfact_meancurv_from_Qdec_rh,,,,,,,,,,,,,,,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,rh_S_orbital_med-olfact_meancurv,,
